,resultId,value,time,limb,repeat,definition_id,result_key,description,name,unit,repeatable,asymmetry,metric_id
126,6553680,889.9999999989124,33.848,Right,0,6553680,ECCENTRIC_BRAKING_RFD_100MS,Eccentric RFD calculated over first 100ms of the braking phase,Eccentric Braking RFD-100ms,N/s,False,True,ECCENTRIC_BRAKING_RFD_100MS_Right_N/s
127,6553680,-19.81981981981982,33.81,Asym,0,6553680,ECCENTRIC_BRAKING_RFD_100MS,Eccentric RFD calculated over first 100ms of the braking phase,Eccentric Braking RFD-100ms,N/s,False,True,ECCENTRIC_BRAKING_RFD_100MS_Asym_N/s
128,6553681,15.499615257758347,33.81,Trial,0,6553681,RELATIVE_ECCENTRIC_BRAKING_RFD_100MS,Eccentric RFD calculated over first 100ms of the braking phase relative to body mass,Eccentric Braking RFD-100ms / BM,N/s/kg,False,False,RELATIVE_ECCENTRIC_BRAKING_RFD_100MS_Trial_N/s/kg
129,6553682,10042.253521114488,34.044,Trial,0,6553682,ECCENTRIC_DECEL_RFD,Rate of force development calculated over the eccentric deceleration phase,Eccentric Deceleration RFD,N/s,False,True,ECCENTRIC_DECEL_RFD_Trial_N/s
130,6553682,5274.647887317497,34.044,Left,0,6553682,ECCENTRIC_DECEL_RFD,Rate of force development calculated over the eccentric deceleration phase,Eccentric Deceleration RFD,N/s,False,True,ECCENTRIC_DECEL_RFD_Left_N/s
131,6553682,4767.60563379699,34.044,Right,0,6553682,ECCENTRIC_DECEL_RFD,Rate of force development calculated over the eccentric deceleration phase,Eccentric Deceleration RFD,N/s,False,True,ECCENTRIC_DECEL_RFD_Right_N/s
132,6553682,-9.612817089452603,34.044,Asym,0,6553682,ECCENTRIC_DECEL_RFD,Rate of force development calculated over the eccentric deceleration phase,Eccentric Deceleration RFD,N/s,False,True,ECCENTRIC_DECEL_RFD_Asym_N/s
133,6553683,110.39082687825093,34.044,Trial,0,6553683,RELATIVE_ECCENTRIC_DECEL_RFD,Rate of force development calculated over the eccentric deceleration phase relative to body mass,Eccentric Deceleration RFD / BM,N/s/kg,False,False,RELATIVE_ECCENTRIC_DECEL_RFD_Trial_N/s/kg
134,6553684,26.02342714428026,34.022,Trial,0,6553684,RELATIVE_PEAK_TAKEOFF_FORCE,Peak force over the entire takeoff phase relative to body mass,Takeoff Peak Force / BM,N/kg,False,False,RELATIVE_PEAK_TAKEOFF_FORCE_Trial_N/kg
135,6553685,2313.351167315175,34.044,Trial,0,6553685,PEAK_CONCENTRIC_FORCE,Peak force over the concentric phase,Concentric Peak Force,N,False,True,PEAK_CONCENTRIC_FORCE_Trial_N
136,6553685,1195.512645914397,34.044,Left,0,6553685,PEAK_CONCENTRIC_FORCE,Peak force over the concentric phase,Concentric Peak Force,N,False,True,PEAK_CONCENTRIC_FORCE_Left_N
137,6553685,1117.8385214007783,34.044,Right,0,6553685,PEAK_CONCENTRIC_FORCE,Peak force over the concentric phase,Concentric Peak Force,N,False,True,PEAK_CONCENTRIC_FORCE_Right_N
138,6553685,-6.497139514087613,34.044,Asym,0,6553685,PEAK_CONCENTRIC_FORCE,Peak force over the concentric phase,Concentric Peak Force,N,False,True,PEAK_CONCENTRIC_FORCE_Asym_N
139,6553686,25.429824857812193,34.044,Trial,0,6553686,RELATIVE_PEAK_CONCENTRIC_FORCE,Peak force over the concentric phase relative to body mass,Concentric Peak Force / BM,N/kg,False,False,RELATIVE_PEAK_CONCENTRIC_FORCE_Trial_N/kg
140,6553687,2367.351167315175,34.022,Trial,0,6553687,PEAK_ECCENTRIC_FORCE,Peak force over the eccentric phase,Eccentric Peak Force,N,False,True,PEAK_ECCENTRIC_FORCE_Trial_N
141,6553687,1208.512645914397,34.026,Left,0,6553687,PEAK_ECCENTRIC_FORCE,Peak force over the eccentric phase,Eccentric Peak Force,N,False,True,PEAK_ECCENTRIC_FORCE_Left_N
142,6553687,1164.8385214007783,34.02,Right,0,6553687,PEAK_ECCENTRIC_FORCE,Peak force over the eccentric phase,Eccentric Peak Force,N,False,True,PEAK_ECCENTRIC_FORCE_Right_N
143,6553687,-3.613874017890269,34.022,Asym,0,6553687,PEAK_ECCENTRIC_FORCE,Peak force over the eccentric phase,Eccentric Peak Force,N,False,True,PEAK_ECCENTRIC_FORCE_Asym_N
144,6553688,26.02342714428026,34.022,Trial,0,6553688,RELATIVE_PEAK_ECCENTRIC_FORCE,Peak force over the eccentric phase relative to body mass,Eccentric Peak Force / BM,N/kg,False,False,RELATIVE_PEAK_ECCENTRIC_FORCE_Trial_N/kg
145,6553689,41.9737404343759,34.956,Trial,0,6553689,RELATIVE_PEAK_LANDING_FORCE,Peak force on landing relative to body mass,Peak Landing Force / BM,N/kg,False,False,RELATIVE_PEAK_LANDING_FORCE_Trial_N/kg
146,6553690,1571.5924911245763,34.318,Trial,0,6553690,MEAN_ECC_CON_POWER_TIME,"Power during eccentric (converted to absolute values) + concentric phases, divided by the total contraction time",Mean Eccentric+Concentric Power:Time,W/s,False,False,MEAN_ECC_CON_POWER_TIME_Trial_W/s
147,6553691,5582.68047660602,34.044,Trial,0,6553691,LOWER_LIMB_STIFFNESS,Change in vertical force divided by displacement of CoM during the eccentric phase,Lower-Limb Stiffness,N/m,False,False,LOWER_LIMB_STIFFNESS_Trial_N/m
148,6553692,24648.299601780036,34.318,Trial,0,6553692,CONCENTRIC_RPD,Rate of power development from start of concentric phase to peak power,Concentric RPD,W/s,False,False,CONCENTRIC_RPD_Trial_W/s
149,6553693,270.9497592808622,34.318,Trial,0,6553693,RELATIVE_CONCENTRIC_RPD,Rate of power development from start of concentric phase to peak power relative to body mass,Concentric RPD / BM,W/s/kg,False,False,RELATIVE_CONCENTRIC_RPD_Trial_W/s/kg
150,6553694,29164.081246768048,34.094,Trial,0,6553694,CONCENTRIC_RPD_50MS,Rate of power development for 50ms from start of the concentric phase,Concentric RPD - 50ms,W/s,False,False,CONCENTRIC_RPD_50MS_Trial_W/s
151,6553695,320.590098348555,34.094,Trial,0,6553695,RELATIVE_CONCENTRIC_RPD_50MS,Rate of power development for 50ms from start of the concentric phase to peak power relative to body mass,Concentric RPD-50ms / BM,W/s/kg,False,False,RELATIVE_CONCENTRIC_RPD_50MS_Trial_W/s/kg
152,6553696,26761.991161763344,34.144,Trial,0,6553696,CONCENTRIC_RPD_100MS,Rate of power development for 100ms from start of the concentric phase,Concentric RPD - 100ms,W/s,False,False,CONCENTRIC_RPD_100MS_Trial_W/s
153,6553697,294.1847989640909,34.144,Trial,0,6553697,RELATIVE_CONCENTRIC_RPD_100MS,Rate of power development for 100ms from start of the concentric phase to peak power relative to body mass,Concentric RPD-100ms / BM,W/s/kg,False,False,RELATIVE_CONCENTRIC_RPD_100MS_Trial_W/s/kg
154,6553698,49.786386609773075,34.9,Trial,0,6553698,RSI_MODIFIED,Jump height (flight time) / Contraction time,RSI-modified,RSI_mod,False,False,RSI_MODIFIED_Trial_RSI_mod
155,6553699,1095.7426485977605,34.318,Trial,0,6553699,TOTAL_WORK,"Integrating the power-time curve from the SoM through the concentric phase, until the power output reaches zero",Total Work,J,False,False,TOTAL_WORK_Trial_J
156,6553700,2.6711276961014763,34.252,Trial,0,6553700,VELOCITY_AT_PEAK_POWER,Vertical velocity at the point of peak power during takeoff,Velocity at Peak Power,m/s,False,False,VELOCITY_AT_PEAK_POWER_Trial_m/s
157,6553701,-1.3353478000594192,33.902,Trial,0,6553701,ECCENTRIC_PEAK_VELOCITY,Maximum negative velocity during the eccentric phase (ie. velocity at the start of the eccentric deceleration phase),Eccentric Peak Velocity,m/s,False,False,ECCENTRIC_PEAK_VELOCITY_Trial_m/s
158,6553702,1728.3088810990062,33.98,Trial,0,6553702,ECCENTRIC_PEAK_POWER,Peak power during the eccentric phase,Eccentric Peak Power,W,False,False,ECCENTRIC_PEAK_POWER_Trial_W
159,6553703,50.43623241633029,33.71,Trial,0,6553703,ECCENTRIC_BRAKING_IMPULSE,Net impulse from the initiation of the active (braking) phase to the end of the eccentric phase,Eccentric Braking Impulse,Ns,False,True,ECCENTRIC_BRAKING_IMPULSE_Trial_Ns
160,6553703,179.39622373562776,33.71,Left,0,6553703,ECCENTRIC_BRAKING_IMPULSE,Net impulse from the initiation of the active (braking) phase to the end of the eccentric phase,Eccentric Braking Impulse,Ns,False,True,ECCENTRIC_BRAKING_IMPULSE_Left_Ns
161,6553703,169.00506614806645,33.71,Right,0,6553703,ECCENTRIC_BRAKING_IMPULSE,Net impulse from the initiation of the active (braking) phase to the end of the eccentric phase,Eccentric Braking Impulse,Ns,False,True,ECCENTRIC_BRAKING_IMPULSE_Right_Ns
162,6553703,-5.792294492706005,33.71,Asym,0,6553703,ECCENTRIC_BRAKING_IMPULSE,Net impulse from the initiation of the active (braking) phase to the end of the eccentric phase,Eccentric Braking Impulse,Ns,False,True,ECCENTRIC_BRAKING_IMPULSE_Asym_Ns
163,6553704,121.37211078790324,33.902,Trial,0,6553704,ECCENTRIC_DECEL_IMPULSE,Net impulse from the start of eccentric deceleration to the end of the eccentric phase,Eccentric Deceleration Impulse,Ns,False,True,ECCENTRIC_DECEL_IMPULSE_Trial_Ns
164,6553704,125.5977957199978,33.902,Left,0,6553704,ECCENTRIC_DECEL_IMPULSE,Net impulse from the start of eccentric deceleration to the end of the eccentric phase,Eccentric Deceleration Impulse,Ns,False,True,ECCENTRIC_DECEL_IMPULSE_Left_Ns
165,6553704,122.45407003906017,33.902,Right,0,6553704,ECCENTRIC_DECEL_IMPULSE,Net impulse from the start of eccentric deceleration to the end of the eccentric phase,Eccentric Deceleration Impulse,Ns,False,True,ECCENTRIC_DECEL_IMPULSE_Right_Ns
166,6553704,-2.5030102343086646,33.902,Asym,0,6553704,ECCENTRIC_DECEL_IMPULSE,Net impulse from the start of eccentric deceleration to the end of the eccentric phase,Eccentric Deceleration Impulse,Ns,False,True,ECCENTRIC_DECEL_IMPULSE_Asym_Ns
167,6553712,254.03781940766862,34.044,Trial,0,6553712,CONCENTRIC_IMPULSE,Area under the Fz curve from transition point at zero velocity (max negative displacement) (start of concentric phase) to take-off - net impulse,Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_Trial_Ns
168,6553712,260.06246498086256,34.044,Left,0,6553712,CONCENTRIC_IMPULSE,Area under the Fz curve from transition point at zero velocity (max negative displacement) (start of concentric phase) to take-off - net impulse,Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_Left_Ns
169,6553712,238.41375486410465,34.044,Right,0,6553712,CONCENTRIC_IMPULSE,Area under the Fz curve from transition point at zero velocity (max negative displacement) (start of concentric phase) to take-off - net impulse,Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_Right_Ns
170,6553712,-8.324427025003779,34.044,Asym,0,6553712,CONCENTRIC_IMPULSE,Area under the Fz curve from transition point at zero velocity (max negative displacement) (start of concentric phase) to take-off - net impulse,Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_Asym_Ns
171,6553713,2313.351167315175,34.044,Trial,0,6553713,FORCE_AT_ZERO_VELOCITY,The combined (total) force at the instant velocity is zero prior to takeoff,Force at Zero Velocity,N,False,True,FORCE_AT_ZERO_VELOCITY_Trial_N
172,6553713,1195.512645914397,34.044,Left,0,6553713,FORCE_AT_ZERO_VELOCITY,The combined (total) force at the instant velocity is zero prior to takeoff,Force at Zero Velocity,N,False,True,FORCE_AT_ZERO_VELOCITY_Left_N
173,6553713,1117.8385214007783,34.044,Right,0,6553713,FORCE_AT_ZERO_VELOCITY,The combined (total) force at the instant velocity is zero prior to takeoff,Force at Zero Velocity,N,False,True,FORCE_AT_ZERO_VELOCITY_Right_N
174,6553713,-6.497139514087613,34.044,Asym,0,6553713,FORCE_AT_ZERO_VELOCITY,The combined (total) force at the instant velocity is zero prior to takeoff,Force at Zero Velocity,N,False,True,FORCE_AT_ZERO_VELOCITY_Asym_N
175,6553714,741.239245108062,34.91,Trial,0,6553714,POSITIVE_IMPULSE,Area above BW in takeoff and landing phases,Positive Impulse,Ns,False,True,POSITIVE_IMPULSE_Trial_Ns
176,6553714,789.9340136196417,34.91,Left,0,6553714,POSITIVE_IMPULSE,Area above BW in takeoff and landing phases,Positive Impulse,Ns,False,True,POSITIVE_IMPULSE_Left_Ns
177,6553714,798.7105953317155,34.91,Right,0,6553714,POSITIVE_IMPULSE,Area above BW in takeoff and landing phases,Positive Impulse,Ns,False,True,POSITIVE_IMPULSE_Right_Ns
178,6553714,1.0988437818868155,34.91,Asym,0,6553714,POSITIVE_IMPULSE,Area above BW in takeoff and landing phases,Positive Impulse,Ns,False,True,POSITIVE_IMPULSE_Asym_Ns
179,6553716,-121.47658937140507,33.484,Trial,0,6553716,ECCENTRIC_UNLOADING_IMPULSE,Net impulse from start of movement to start of the deceleration phase,Eccentric Unloading Impulse,Ns,False,True,ECCENTRIC_UNLOADING_IMPULSE_Trial_Ns
180,6553716,126.80128599237275,33.484,Left,0,6553716,ECCENTRIC_UNLOADING_IMPULSE,Net impulse from start of movement to start of the deceleration phase,Eccentric Unloading Impulse,Ns,False,True,ECCENTRIC_UNLOADING_IMPULSE_Left_Ns
181,6553716,124.62450194567757,33.484,Right,0,6553716,ECCENTRIC_UNLOADING_IMPULSE,Net impulse from start of movement to start of the deceleration phase,Eccentric Unloading Impulse,Ns,False,True,ECCENTRIC_UNLOADING_IMPULSE_Right_Ns
182,6553716,-1.716689250948232,33.484,Asym,0,6553716,ECCENTRIC_UNLOADING_IMPULSE,Net impulse from start of movement to start of the deceleration phase,Eccentric Unloading Impulse,Ns,False,True,ECCENTRIC_UNLOADING_IMPULSE_Asym_Ns
183,6553717,389.1332041247636,33.902,Trial,0,6553717,POSITIVE_TAKEOFF_IMPULSE,Area above BW in the takeoff phase,Positive Takeoff Impulse,Ns,False,True,POSITIVE_TAKEOFF_IMPULSE_Trial_Ns
184,6553717,379.18693190707785,33.902,Left,0,6553717,POSITIVE_TAKEOFF_IMPULSE,Area above BW in the takeoff phase,Positive Takeoff Impulse,Ns,False,True,POSITIVE_TAKEOFF_IMPULSE_Left_Ns
185,6553717,357.8360233467409,33.902,Right,0,6553717,POSITIVE_TAKEOFF_IMPULSE,Area above BW in the takeoff phase,Positive Takeoff Impulse,Ns,False,True,POSITIVE_TAKEOFF_IMPULSE_Right_Ns
186,6553717,-5.630707907826617,33.902,Asym,0,6553717,POSITIVE_TAKEOFF_IMPULSE,Area above BW in the takeoff phase,Positive Takeoff Impulse,Ns,False,True,POSITIVE_TAKEOFF_IMPULSE_Asym_Ns
187,6553718,6641.289016603468,34.022,Trial,0,6553718,CMJ_STIFFNESS,Peak force during takeoff / displacement at start of concentric phase (min displacement),CMJ Stiffness,N/m,False,True,CMJ_STIFFNESS_Trial_N/m
188,6553718,3390.3215849637127,34.026,Left,0,6553718,CMJ_STIFFNESS,Peak force during takeoff / displacement at start of concentric phase (min displacement),CMJ Stiffness,N/m,False,True,CMJ_STIFFNESS_Left_N/m
189,6553718,3267.7996340817836,34.02,Right,0,6553718,CMJ_STIFFNESS,Peak force during takeoff / displacement at start of concentric phase (min displacement),CMJ Stiffness,N/m,False,True,CMJ_STIFFNESS_Right_N/m
190,6553718,-3.613874017890269,34.022,Asym,0,6553718,CMJ_STIFFNESS,Peak force during takeoff / displacement at start of concentric phase (min displacement),CMJ Stiffness,N/m,False,True,CMJ_STIFFNESS_Asym_N/m
191,6553720,19.945774533848134,34.318,Trial,0,6553720,BODYMASS_RELATIVE_MEAN_TAKEOFF_FORCE,The average force in the concentric phase relative to body mass,Concentric Mean Force / BM,N/kg,False,False,BODYMASS_RELATIVE_MEAN_TAKEOFF_FORCE_Trial_N/kg
192,6553722,18.998668584137697,33.98,Trial,0,6553722,BODYMASS_RELATIVE_ECCENTRIC_PEAK_POWER,Eccentric Peak Power divided by Body Mass,Eccentric Peak Power / BM,W/kg,False,False,BODYMASS_RELATIVE_ECCENTRIC_PEAK_POWER_Trial_W/kg
193,6553724,0.33693494619886627,33.98,Trial,0,6553724,ECC_CON_PEAK_POWER_RATIO,Ratio of Eccentric Peak Power to Concentric Peak Power,Eccentric Peak Power:Concentric Peak Power,,False,False,ECC_CON_PEAK_POWER_RATIO_Trial_
194,6553725,0.5706684135174651,34.18,Trial,0,6553725,CON_P2_CON_P1_IMPULSE_RATIO,Ratio of P2 Concentric Impulse to P1 Concentric Impulse,P2 Concentric Impulse:P1 Concentric Impulse,,False,True,CON_P2_CON_P1_IMPULSE_RATIO_Trial_
195,6553725,0.7842595390241187,34.18,Left,0,6553725,CON_P2_CON_P1_IMPULSE_RATIO,Ratio of P2 Concentric Impulse to P1 Concentric Impulse,P2 Concentric Impulse:P1 Concentric Impulse,,False,True,CON_P2_CON_P1_IMPULSE_RATIO_Left_
196,6553725,0.7362917101478712,34.18,Right,0,6553725,CON_P2_CON_P1_IMPULSE_RATIO,Ratio of P2 Concentric Impulse to P1 Concentric Impulse,P2 Concentric Impulse:P1 Concentric Impulse,,False,True,CON_P2_CON_P1_IMPULSE_RATIO_Right_
197,6553725,-6.116320744524898,34.18,Asym,0,6553725,CON_P2_CON_P1_IMPULSE_RATIO,Ratio of P2 Concentric Impulse to P1 Concentric Impulse,P2 Concentric Impulse:P1 Concentric Impulse,,False,True,CON_P2_CON_P1_IMPULSE_RATIO_Asym_
198,6553726,0.47829894763298453,34.044,Trial,0,6553726,CON_100MS_CON_IMPULSE_RATIO,Ratio of Concentric Impulse-100ms to Concentric Impulse,Concentric Impulse-100ms:Concentric Impulse,,False,True,CON_100MS_CON_IMPULSE_RATIO_Trial_
199,6553726,0.4182389973100373,34.044,Left,0,6553726,CON_100MS_CON_IMPULSE_RATIO,Ratio of Concentric Impulse-100ms to Concentric Impulse,Concentric Impulse-100ms:Concentric Impulse,,False,True,CON_100MS_CON_IMPULSE_RATIO_Left_
200,6553726,0.4276131307873284,34.044,Right,0,6553726,CON_100MS_CON_IMPULSE_RATIO,Ratio of Concentric Impulse-100ms to Concentric Impulse,Concentric Impulse-100ms:Concentric Impulse,,False,True,CON_100MS_CON_IMPULSE_RATIO_Right_
201,6553726,2.1921996314826186,34.044,Asym,0,6553726,CON_100MS_CON_IMPULSE_RATIO,Ratio of Concentric Impulse-100ms to Concentric Impulse,Concentric Impulse-100ms:Concentric Impulse,,False,True,CON_100MS_CON_IMPULSE_RATIO_Asym_
202,6553727,104.44566536977746,34.9,Trial,0,6553727,LANDING_IMPULSE,Absolute Impulse from Landing to Peak Landing Force,Landing Impulse,Ns,False,True,LANDING_IMPULSE_Trial_Ns
203,6553727,41.2956575875991,34.9,Left,0,6553727,LANDING_IMPULSE,Absolute Impulse from Landing to Peak Landing Force,Landing Impulse,Ns,False,True,LANDING_IMPULSE_Left_Ns
204,6553727,7.777739299620401,34.9,Right,0,6553727,LANDING_IMPULSE,Absolute Impulse from Landing to Peak Landing Force,Landing Impulse,Ns,False,True,LANDING_IMPULSE_Right_Ns
205,6553727,-81.16572115815872,34.9,Asym,0,6553727,LANDING_IMPULSE,Absolute Impulse from Landing to Peak Landing Force,Landing Impulse,Ns,False,True,LANDING_IMPULSE_Asym_Ns
206,6553728,67599.99999991739,34.9,Trial,0,6553728,LANDING_RFD_50,Rate of force development over the first 50ms from landing,Landing RFD 50ms,N/s,False,False,LANDING_RFD_50_Trial_N/s
207,6553730,1.334199305132497,33.902,Trial,0,6553730,BODYMASS_RELATIVE_ECC_DECEL_IMPULSE,Net impulse from the start of eccentric deceleration to the end of the eccentric phase relative to body mass,Eccentric Deceleration Impulse / BM,Ns/kg,False,False,BODYMASS_RELATIVE_ECC_DECEL_IMPULSE_Trial_Ns/kg
208,6553731,11.807722461882141,34.044,Trial,0,6553731,DISPLACEMENT_AT_TAKEOFF,Displacement of the centre of mass when takeoff occurs,Displacement at Takeoff,cm,False,False,DISPLACEMENT_AT_TAKEOFF_Trial_cm
209,6553732,25.429824857812193,34.044,Trial,0,6553732,BM_REL_FORCE_AT_ZERO_VELOCITY,The combined force at the instant velocity is zero divided by body mass,Force at Zero Velocity / BM,N/kg,False,False,BM_REL_FORCE_AT_ZERO_VELOCITY_Trial_N/kg
210,6553733,47.63501886323676,34.9,Trial,0,6553733,RSI_MODIFIED_IMP_MOM,Jump height (Imp-Mom) / Contraction time,RSI-modified (Imp-Mom),RSI_mod,False,False,RSI_MODIFIED_IMP_MOM_Trial_RSI_mod
211,6553734,5.479567108332058,34.044,Trial,0,6553734,BM_REL_ABS_CON_IMPULSE,Absolute concentric impulse (area under the Fz curve from the transition point at zero velocity) divided by body mass,Concentric Impulse (Abs) / BM,Ns/kg,False,False,BM_REL_ABS_CON_IMPULSE_Trial_Ns/kg
212,655365,45.248000000009334,45.248,Trial,0,655365,START_OF_MOVEMENT,Absolute time from the start of recording to start of movement,Start of Movement,s,False,True,START_OF_MOVEMENT_Trial_s
213,655366,16.759783184824755,45.248,Trial,0,655366,START_OF_MOVEMENT_THRESHOLD,Threshold used for start of movement detection,Start of Movement Detection Threshold,N,False,False,START_OF_MOVEMENT_THRESHOLD_Trial_N
214,655367,45.248000000009334,45.248,Trial,0,655367,START_OF_INTEGRATION,"Start time point for impulse, velocity and displacement integration",Start of Integration,s,False,False,START_OF_INTEGRATION_Trial_s
215,655386,90.97,0.0,Trial,0,655386,BODY_WEIGHT,Mass of the profile in kilograms,Bodyweight in Kilograms,kg,False,False,BODY_WEIGHT_Trial_kg
216,655387,90.97,0.0,Trial,0,655387,BODY_WEIGHT_LBS,Mass of the profile in pounds,Bodyweight in Pounds,lb,False,False,BODY_WEIGHT_LBS_Trial_lb
217,6553602,45.74600000000994,45.746,Trial,0,6553602,BEGIN_CONCENTRIC_PHASE,Asbolute time from the start of recording to the start of the concentric phase,Start of Concentric Phase,s,False,False,BEGIN_CONCENTRIC_PHASE_Trial_s
218,6553603,-34.927278921141365,45.746,Trial,0,6553603,COUNTERMOVEMENT_DEPTH,The amount of displacement the CM goes through from contact (zero position) to the lowest value. Note if the hips and knees are flexed at contact this is still the reference zero position.,Countermovement Depth,cm,False,False,COUNTERMOVEMENT_DEPTH_Trial_cm
219,6553604,57.736,45.942,Trial,0,6553604,BODYMASS_RELATIVE_TAKEOFF_POWER,Peak power divided by body mass,Peak Power / BM,W/kg,False,False,BODYMASS_RELATIVE_TAKEOFF_POWER_Trial_W/kg
220,6553606,0.5920000000007235,46.596,Trial,0,6553606,FLIGHT_TIME,The time interval between take-off and landing,Flight Time,ms,False,False,FLIGHT_TIME_Trial_ms
221,6553607,42.96097232010501,46.596,Trial,0,6553607,JUMP_HEIGHT,Jump height calculated from flight time,Jump Height (Flight Time),cm,False,False,JUMP_HEIGHT_Trial_cm
222,6553608,1486.101692265882,46.658,Trial,0,6553608,JUMP_HEIGHT_RELATIVE_LANDING_RFD,Jump Height (FT) Relative Landing RFD,Jump Height (FT) Relative Landing RFD,N/s/cm,False,False,JUMP_HEIGHT_RELATIVE_LANDING_RFD_Trial_N/s/cm
223,6553609,92.138,46.658,Trial,0,6553609,JUMP_HEIGHT_RELATIVE_PEAK_LANDING_FORCE,Jump Height (FT) Relative Peak Landing Force,Jump Height (FT) Relative Peak Landing Force,N/cm,False,False,JUMP_HEIGHT_RELATIVE_PEAK_LANDING_FORCE_Trial_N/cm
224,6553610,41.18195916426154,46.294,Trial,0,6553610,IMPULSE_JUMP_HEIGHT,Jump height taken from the max displacement of the CM during the flight phase subtracting the displacement at the instant of take-off,Jump Height (Imp-Dis),cm,False,False,IMPULSE_JUMP_HEIGHT_Trial_cm
225,6553611,41.17878239848705,46.004,Trial,0,6553611,JUMP_HEIGHT_IMP_MOM,"Jump height is determined from the Kinetic energy relationship after establishing the velocity at the instant of take-off (derived by determining the change in velocity from the impulse measurment throughout the contact phase, utilises the trapezium/simpsons rule)",Jump Height (Imp-Mom),cm,False,False,JUMP_HEIGHT_IMP_MOM_Trial_cm
226,6553612,63844.374,46.658,Trial,0,6553612,LANDING_RFD,Landing Rate of Force Development,Landing RFD,N/s,False,True,LANDING_RFD_Trial_N/s
227,6553612,26581.068,46.658,Left,0,6553612,LANDING_RFD,Landing Rate of Force Development,Landing RFD,N/s,False,True,LANDING_RFD_Left_N/s
228,6553612,43211.402,46.658,Right,0,6553612,LANDING_RFD,Landing Rate of Force Development,Landing RFD,N/s,False,True,LANDING_RFD_Right_N/s
229,6553612,38.5,46.658,Asym,0,6553612,LANDING_RFD,Landing Rate of Force Development,Landing RFD,N/s,False,True,LANDING_RFD_Asym_N/s
230,6553613,16.91377776339766,46.596,Trial,0,6553613,JUMP_HEIGHT_INCHES,"Jump height calculated from flight time, in inches",Jump Height (Flight Time) in Inches,in,False,False,JUMP_HEIGHT_INCHES_Trial_in
231,6553614,16.21212780906675,46.004,Trial,0,6553614,JUMP_HEIGHT_INCHES_IMP_MOM,"Jump height is determined from the Kinetic energy relationship after establishing the velocity at the instant of take-off (derived by determining the change in velocity from the impulse measurment throughout the contact phase, utilises the trapezium/simpsons rule)",Jump Height (Imp-Mom) in Inches,in,False,False,JUMP_HEIGHT_INCHES_IMP_MOM_Trial_in
232,6553615,2.964,47.594,Trial,0,6553615,MEAN_LANDING_ACCELERATION,The average acceleration during landing,Mean Landing Acceleration,m/s²,False,False,MEAN_LANDING_ACCELERATION_Trial_m/s²
233,6553616,1096.487,47.594,Trial,0,6553616,MEAN_LANDING_POWER,The average power (force x velocity) during landing,Mean Landing Power,W,False,False,MEAN_LANDING_POWER_Trial_W
234,6553617,-0.123,47.594,Trial,0,6553617,MEAN_LANDING_VELOCITY,The average velocity during landing,Mean Landing Velocity,m/s,False,False,MEAN_LANDING_VELOCITY_Trial_m/s
235,6553618,10.924,46.004,Trial,0,6553618,MEAN_TAKEOFF_ACCELERATION,Mean Takeoff Acceleration,Mean Takeoff Acceleration,m/s²,False,False,MEAN_TAKEOFF_ACCELERATION_Trial_m/s²
236,6553619,1885.897,46.004,Trial,0,6553619,MEAN_TAKEOFF_FORCE,The average force in the concentric phase,Concentric Mean Force,N,False,True,MEAN_TAKEOFF_FORCE_Trial_N
237,6553619,924.659,46.004,Left,0,6553619,MEAN_TAKEOFF_FORCE,The average force in the concentric phase,Concentric Mean Force,N,False,True,MEAN_TAKEOFF_FORCE_Left_N
238,6553619,961.239,46.004,Right,0,6553619,MEAN_TAKEOFF_FORCE,The average force in the concentric phase,Concentric Mean Force,N,False,True,MEAN_TAKEOFF_FORCE_Right_N
239,6553619,3.8,46.004,Asym,0,6553619,MEAN_TAKEOFF_FORCE,The average force in the concentric phase,Concentric Mean Force,N,False,True,MEAN_TAKEOFF_FORCE_Asym_N
240,6553620,896.3231673151771,45.746,Trial,0,6553620,MEAN_ECCENTRIC_FORCE,The average force in the eccentric phase,Eccentric Mean Force,N,False,True,MEAN_ECCENTRIC_FORCE_Trial_N
241,6553620,458.8446459143959,45.746,Left,0,6553620,MEAN_ECCENTRIC_FORCE,The average force in the eccentric phase,Eccentric Mean Force,N,False,True,MEAN_ECCENTRIC_FORCE_Left_N
242,6553620,437.47852140077805,45.746,Right,0,6553620,MEAN_ECCENTRIC_FORCE,The average force in the eccentric phase,Eccentric Mean Force,N,False,True,MEAN_ECCENTRIC_FORCE_Right_N
243,6553620,-4.656505138256323,45.746,Asym,0,6553620,MEAN_ECCENTRIC_FORCE,The average force in the eccentric phase,Eccentric Mean Force,N,False,True,MEAN_ECCENTRIC_FORCE_Asym_N
244,6553621,623.2587417488411,45.746,Trial,0,6553621,MEAN_ECCENTRIC_POWER,Eccentric Mean Power,Eccentric Mean Power,W,False,False,MEAN_ECCENTRIC_POWER_Trial_W
245,6553622,47.527675937480126,45.746,Trial,0,6553622,MEAN_ECC_CON_RATIO,Ratio of mean forces in the eccentric and concentric phases,Eccentric:Concentric Mean Force Ratio,%,False,True,MEAN_ECC_CON_RATIO_Trial_%
